question,answer,link
"Name the President who nominated the first woman, Sandra Day O'Connor, to the Supreme Court.",Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Identify the country that is home to the Rub' al Khali, one of the largest sand deserts in the world.",Saudi Arabia,https://en.wikipedia.org/wiki/Saudi_Arabia
"During the Olympic parade of nations, who is always called first?",Greece,"https://en.wikipedia.org/wiki/Greece"""
Who became the manager of Derby County in 2021 after serving as the club's interim manager for a period?,Wayne Rooney,https://en.wikipedia.org/wiki/Wayne_Rooney
What is the term for the Japanese military nobility and officer caste?,Samurai,https://en.wikipedia.org/wiki/Samurai
Name the artist whose debut album 'Infinite' laid the groundwork for a successful career in the music industry.,Eminem,https://en.wikipedia.org/wiki/Eminem
"Name the character known for his military rank designation, John-117, and his role as a key defender against the alien Covenant.",Master Chief,https://en.wikipedia.org/wiki/Master_Chief_(Halo)
Identify the nation that is the largest country in South America by both land area and population.,Brazil,https://en.wikipedia.org/wiki/Brazil
"For what animated musical film did  Matthew McConaughey, Reese Witherspoon, Seth MacFarlane and Scarlett Johansson perform as voice actors?",Sing,"https://en.wikipedia.org//w/index.php?title=Sing_(2016_American_film)"""
Which rock band's song 'November Rain' features a memorable music video with orchestral arrangements?,Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
"What state is famous for the Trinity test site, where the first test of an atomic bomb took place in 1945?",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
"What fictional character, voiced by Dan Castellaneta, is characterized by his bald head, white shirt, and blue pants?",Homer Simpson,https://en.wikipedia.org/wiki/Homer_Simpson
"What sports organization, founded by René Dufaure de Montmirail, has left an indelible mark on French football?",Olympique de Marseille,https://en.wikipedia.org/wiki/Olympique_de_Marseille
Identify the tennis legend who held the world No. 1 spot in the ATP rankings for a total of 310 weeks.,Roger Federer,https://en.wikipedia.org/wiki/Roger_Federer
"Identify the leader who, in the biblical narrative, received the Ten Commandments from God on Mount Sinai.",Moses,https://en.wikipedia.org/wiki/Moses
"Who produced the solo albums called Stars Dance, Revival and Rare?",Selena Gomez,"https://en.wikipedia.org//w/index.php?title=Selena_Gomez"""
Identify the scientist often referred to as the 'father of the atomic bomb'.,Robert Oppenheimer,https://en.wikipedia.org/wiki/J._Robert_Oppenheimer
"What network is responsible for producing the popular fantasy drama series, His Dark Materials?",HBO,https://en.wikipedia.org/wiki/HBO
What country has won the most FIFA World Cup titles in football (soccer)?,Brazil,https://en.wikipedia.org/wiki/Brazil
"What was the imperial state that succeeded the Seljuk Turks in Anatolia, and later expanded into a vast empire?",Ottoman Empire,https://en.wikipedia.org/wiki/Ottoman_Empire
"Name the band that collaborated with David Bowie on the hit single 'Under Pressure,'.",Queen,https://en.wikipedia.org/wiki/Queen_(band)
"Name the horror film that alternates between two timelines, focusing on the characters as children and as adults.",It,https://en.wikipedia.org/wiki/It_(2017_film)
What game series is set in the fictional land of Hyrule?,The Legend of Zelda,https://en.wikipedia.org/wiki/The_Legend_of_Zelda
What character forms a significant emotional connection with Jane Margolis in the series 'Breaking Bad'?,Jesse Pinkman,https://en.wikipedia.org/wiki/Jesse_Pinkman
Identify the DC superhero who is often depicted as a symbol of fear and equipped with various gadgets and vehicles.,Batman,https://en.wikipedia.org/wiki/Batman
Name the individual who served as the 50th Governor of Indiana.,Mike Pence,https://en.wikipedia.org/wiki/Mike_Pence
What fictional pirate is known for carrying a compass that doesn't point north but rather to what the user wants most?,Jack Sparrow,https://en.wikipedia.org/wiki/Jack_Sparrow
"Which U.S. leader faced controversy over the Iran–Contra affair, involving the covert sale of weapons to Iran?",Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
"Identify the gaming device that played a crucial role in shaping the handheld gaming market, paving the way for future Nintendo handheld consoles like the DS and Switch.",Game Boy,https://en.wikipedia.org/wiki/Game_Boy
Name the media conglomerate responsible for the acquisition of Pixar Animation Studios in 2006.,Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Where is the world's largest urban tram network located?,Melbourne,https://en.wikipedia.org/wiki/Melbourne
"Identify the superhero who, as Tony Stark, is the owner of Stark Industries, a major technology and defense company.",Iron Man,https://en.wikipedia.org/wiki/Iron_Man
"Who is the individual that became the most-subscribed YouTuber, known for gaming videos.",PewDiePie,https://en.wikipedia.org/wiki/PewDiePie
Name the club that has produced legendary players like Xavi Hernandez and Andres Iniesta.,FC Barcelona,https://en.wikipedia.org/wiki/FC_Barcelona
Identify the series with its protagonist aspiring to become the Pirate King by finding the ultimate treasure.,One Piece,https://en.wikipedia.org/wiki/One_Piece
"Which leader was assassinated on January 30, 1948, in New Delhi?",Mahatma Gandhi,https://en.wikipedia.org/wiki/Mahatma_Gandhi
Identify the political philosophy that seeks to achieve social and economic equality through the transfer of ownership and control of industries to the community.,Socialism,https://en.wikipedia.org/wiki/Socialism
Name the country that has Ankara as its capital city.,Turkey,https://en.wikipedia.org/wiki/Turkey
Identify the co-pilot of the Millennium Falcon.,Chewbacca,https://en.wikipedia.org/wiki/Chewbacca
What cinematic universe introduced Henry Cavill as Superman in the 2013 film 'Man of Steel'?,DC Extended Universe,https://en.wikipedia.org/wiki/DC_Extended_Universe
Which ancient Greek mathematician and physicist formulated the law of the lever?,Archimedes,https://en.wikipedia.org/wiki/Archimedes
What Pokémon is an Electric-type mouse Pokémon?,Pikachu,https://en.wikipedia.org/wiki/Pikachu
What is the capital of Massachusetts?,Boston,https://en.wikipedia.org/wiki/Boston
"Which American rock band, formed in Los Angeles in 1985, is known for hits like 'Sweet Child o' Mine'?",Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses
"What 1999 film, known for its stylish cinematography and iconic trench coat-wearing characters, revolutionized the action genre?",The Matrix,https://en.wikipedia.org/wiki/The_Matrix
"What nation is often referred to as the 'Lion City' or 'Little Red Dot,' with references to its history and small size on the world map?",Singapore,https://en.wikipedia.org/wiki/Singapore
"What gaming console, released in 1996, was the third home video game console produced by Nintendo?",Nintendo 64,https://en.wikipedia.org/wiki/Nintendo_64
Which group served as the military nobility in Japan from the 12th to the 19th century?,Samurai,https://en.wikipedia.org/wiki/Samurai
Which footballer is often referred to as 'La Pulga' (The Flea) in his native Argentina?,Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi
"What iconic entertainment company, founded in 1923, is known for its theme parks, animated films, and media franchises?",Disney,https://en.wikipedia.org/wiki/The_Walt_Disney_Company
Which medical TV show from 2001 is created by Bill Lawrence.,Scrubs,https://en.wikipedia.org/wiki/Scrubs_(TV_series)
"Name the TV show lawyer who often uses the phrase 'It’s all good, man!'.",Saul Goodman,https://en.wikipedia.org/wiki/Saul_Goodman
"What superhero, devoid of superhuman powers, relies on his determination and a strong moral code to fight against crime and corruption?",Batman,https://en.wikipedia.org/wiki/Batman
"Name the artist who has ventured into acting, with notable roles in films such as 'Desperately Seeking Susan' and 'Evita.'",Madonna,https://en.wikipedia.org/wiki/Madonna
Who lives under a rock in Bikini Bottom?,Patrick Star,https://en.wikipedia.org/wiki/Patrick_Star
What franchise features the battle between the Rebel Alliance and the Galactic Empire for control of the galaxy?,Star Wars,https://en.wikipedia.org/wiki/Star_Wars
"Who is the quarterback who orchestrated the famous comeback victory in Super Bowl LI, overcoming a 28–3 deficit?",Tom Brady,https://en.wikipedia.org/wiki/Tom_Brady
Who was the Roman general responsible for the victory in the Battle of Alesia against the Gauls?,Julius Caesar,https://en.wikipedia.org/wiki/Julius_Caesar
Identify the witch who is one of the three main characters in the Harry Potter series alongside Harry Potter and Ron Weasley.,Hermione Granger,https://en.wikipedia.org/wiki/Hermione_Granger
Which English singer-songwriter released the solo album 'Ram' during the early 1970s?,Paul McCartney,https://en.wikipedia.org/wiki/Paul_McCartney
"Which cultural icon passed away on August 16, 1977, at the age of 42, leaving a lasting impact on music and popular culture?",Elvis Presley,https://en.wikipedia.org/wiki/Elvis_Presley
"What country is famous for its lively music and dance styles, including samba and bossa nova?",Brazil,https://en.wikipedia.org/wiki/Brazil
"What Italian city is renowned for its art treasures, including works by Michelangelo, Raphael, and Leonardo da Vinci?",Rome,https://en.wikipedia.org/wiki/Rome
Name the famous scholar who collaborated with C.S. Lewis and others as part of the literary discussion group known as the Inklings.,Tolkien,https://en.wikipedia.org/wiki/J._R._R._Tolkien
What multinational retail corporation is the world's largest company by revenue and one of the largest employers globally?,Walmart,https://en.wikipedia.org/wiki/Walmart
Who served as the 40th President of the United States from 1981 to 1989?,Ronald Reagan,https://en.wikipedia.org/wiki/Ronald_Reagan
Who holds the record for the highest number of goals in a single UEFA Champions League season?,Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo
"What artist's music videos, including 'Thriller' and 'Billie Jean,' became iconic in the history of the medium?",Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson
"Name the company founded by Sam Walton in 1962, with its first store in Rogers, Arkansas.",Walmart,https://en.wikipedia.org/wiki/Walmart
Identify the character who serves as a criminal lawyer in the television series 'Breaking Bad' and its prequel.,Saul Goodman,https://en.wikipedia.org/wiki/Saul_Goodman
Who was the first American chess grandmaster and World Chess Champion?,Bobby Fischer,https://en.wikipedia.org/wiki/Bobby_Fischer
"Name the U.S. state that has a rich history of Native American Pueblos, including Taos Pueblo, a UNESCO World Heritage Site.",New Mexico,https://en.wikipedia.org/wiki/New_Mexico
Identify the famous game franchise developed by Rovio Entertainment in 2009.,Angry Birds,https://en.wikipedia.org/wiki/Angry_Birds
"Identify the movie that stars Leonardo DiCaprio as Jordan Belfort, a stockbroker engaged in corrupt activities.",The Wolf of Wall Street,https://en.wikipedia.org/wiki/The_Wolf_of_Wall_Street_(2013_film)
Which Canadian actor played memorable roles in comedies like 'Spy Hard' and 'Dracula: Dead and Loving It'?,Leslie Nielsen,https://en.wikipedia.org/wiki/Leslie_Nielsen
"What nation is associated with iconic cultural symbols such as the red telephone box, and double-decker buses?",England,https://en.wikipedia.org/wiki/England
